"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"1954","GO:0031016",0.000780966873391602,1,2,2,"pancreas development","BP",0.00232536677653677
"1956","GO:0031018",0.000780966873391602,1,2,2,"endocrine pancreas development","BP",0.00232536677653677
"3705","GO:0060259",0.000783532628044769,1,2,2,"regulation of feeding behavior","BP",0.00233159163481848
"1031","GO:0008344",0.000799344806590118,1,2,2,"adult locomotory behavior","BP",0.00237720300965922
"615","GO:0006275",0.00080730116761477,1,2,2,"regulation of DNA replication","BP",0.00239795812922862
"993","GO:0008156",0.00080730116761477,1,2,2,"negative regulation of DNA replication","BP",0.00239795812922862
"1859","GO:0030307",0.000814640527365325,1,2,2,"positive regulation of cell growth","BP",0.0024182946568552
"3031","GO:0045792",0.000822542260870894,1,2,2,"negative regulation of cell size","BP",0.00243708201359682
"131","GO:0001650",0.000823949268505631,1,2,2,"fibrillar center","CC",0.00243708201359682
"1888","GO:0030515",0.000823949268505631,1,2,2,"snoRNA binding","MF",0.00243708201359682
"1913","GO:0030686",0.000823949268505631,1,2,2,"90S preribosome","CC",0.00243708201359682
"2099","GO:0032040",0.000823949268505631,1,2,2,"small-subunit processome","CC",0.00243708201359682
"2914","GO:0044452",0.000823949268505631,1,2,2,NA,NA,0.00243708201359682
"2024","GO:0031348",0.000827319899826211,1,2,2,"negative regulation of defense response","BP",0.00244263462602119
"2114","GO:0032102",0.000827319899826211,1,2,2,"negative regulation of response to external stimulus","BP",0.00244263462602119
"3379","GO:0050728",0.000827319899826211,1,2,2,"negative regulation of inflammatory response","BP",0.00244263462602119
"953","GO:0007611",0.000835001982494548,1,2,2,"learning or memory","BP",0.00245939659549865
"954","GO:0007612",0.000835001982494548,1,2,2,"learning","BP",0.00245939659549865
"2501","GO:0036003",0.000835001982494548,1,2,2,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP",0.00245939659549865
"3427","GO:0050890",0.000835001982494548,1,2,2,"cognition","BP",0.00245939659549865
"124","GO:0001530",0.00083817858869471,1,2,2,"lipopolysaccharide binding","MF",0.00246727194644568
"2556","GO:0040024",0.000841736504484977,1,2,2,"dauer larval development","BP",0.00246965375037976
"1069","GO:0009063",0.000842582925449701,1,2,2,"cellular amino acid catabolic process","BP",0.00246965375037976
"4489","GO:1901606",0.000842582925449701,1,2,2,"alpha-amino acid catabolic process","BP",0.00246965375037976
"1844","GO:0030216",0.000842652385632442,1,2,2,"keratinocyte differentiation","BP",0.00246965375037976
"2035","GO:0031424",0.000842652385632442,1,2,2,"keratinization","BP",0.00246965375037976
"2817","GO:0043588",0.000842652385632442,1,2,2,"skin development","BP",0.00246965375037976
"3908","GO:0070268",0.000842652385632442,1,2,2,"cornification","BP",0.00246965375037976
"1908","GO:0030667",0.000843014068042816,1,2,2,"secretory granule membrane","CC",0.00246965375037976
"1305","GO:0010810",0.000851923358285584,1,2,2,"regulation of cell-substrate adhesion","BP",0.00248594080567686
"1395","GO:0015085",0.000859774450290566,1,2,2,"calcium ion transmembrane transporter activity","MF",0.00248594080567686
"1773","GO:0022804",0.000859774450290566,1,2,2,"active transmembrane transporter activity","MF",0.00248594080567686
"3529","GO:0051282",0.000859774450290566,1,2,2,"regulation of sequestering of calcium ion","BP",0.00248594080567686
"3629","GO:0051924",0.000859774450290566,1,2,2,"regulation of calcium ion transport","BP",0.00248594080567686
"3726","GO:0060401",0.000859774450290566,1,2,2,"cytosolic calcium ion transport","BP",0.00248594080567686
"3930","GO:0070588",0.000859774450290566,1,2,2,"calcium ion transmembrane transport","BP",0.00248594080567686
"4177","GO:0086036",0.000859774450290566,1,2,2,"regulation of cardiac muscle cell membrane potential","BP",0.00248594080567686
"844","GO:0007178",0.000861954810929289,1,2,2,"transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.00248594080567686
"845","GO:0007179",0.000861954810929289,1,2,2,"transforming growth factor beta receptor signaling pathway","BP",0.00248594080567686
"1696","GO:0019838",0.000861954810929289,1,2,2,"growth factor binding","MF",0.00248594080567686
"3288","GO:0048639",0.000861954810929289,1,2,2,"positive regulation of developmental growth","BP",0.00248594080567686
"4074","GO:0071559",0.000861954810929289,1,2,2,"response to transforming growth factor beta","BP",0.00248594080567686
"4075","GO:0071560",0.000861954810929289,1,2,2,"cellular response to transforming growth factor beta stimulus","BP",0.00248594080567686
"907","GO:0007428",0.0008655186590864,1,2,2,"primary branching, open tracheal system","BP",0.00248594080567686
"1884","GO:0030510",0.0008655186590864,1,2,2,"regulation of BMP signaling pathway","BP",0.00248594080567686
"2551","GO:0040014",0.0008655186590864,1,2,2,"regulation of multicellular organism growth","BP",0.00248594080567686
"3737","GO:0060446",0.0008655186590864,1,2,2,"branching involved in open tracheal system development","BP",0.00248594080567686
"1622","GO:0018208",0.000869876793594137,1,2,2,"peptidyl-proline modification","BP",0.00248594080567686
"2005","GO:0031300",0.000875576918914697,1,2,2,"intrinsic component of organelle membrane","CC",0.00248594080567686
"2006","GO:0031301",0.000875576918914697,1,2,2,"integral component of organelle membrane","CC",0.00248594080567686
"2186","GO:0032592",0.000875576918914697,1,2,2,"integral component of mitochondrial membrane","CC",0.00248594080567686
"2916","GO:0044455",0.000875576918914697,1,2,2,NA,NA,0.00248594080567686
"4322","GO:0098573",0.000875576918914697,1,2,2,"intrinsic component of mitochondrial membrane","CC",0.00248594080567686
"450","GO:0005096",0.000880244614723461,1,2,2,"GTPase activator activity","MF",0.00248594080567686
"1915","GO:0030695",0.000880244614723461,1,2,2,"GTPase regulator activity","MF",0.00248594080567686
"2305","GO:0033865",0.000880296489388401,1,2,2,"nucleoside bisphosphate metabolic process","BP",0.00248594080567686
"2307","GO:0033875",0.000880296489388401,1,2,2,"ribonucleoside bisphosphate metabolic process","BP",0.00248594080567686
"2311","GO:0034032",0.000880296489388401,1,2,2,"purine nucleoside bisphosphate metabolic process","BP",0.00248594080567686
"3951","GO:0070852",0.0008818953915532,1,2,2,"cell body fiber","CC",0.00248594080567686
"2798","GO:0043502",0.000886080320288039,1,2,2,"regulation of muscle adaptation","BP",0.00248594080567686
"835","GO:0007162",0.000894438408695252,1,2,2,"negative regulation of cell adhesion","BP",0.00248594080567686
"207","GO:0002027",0.000894996951900056,1,2,2,"regulation of heart rate","BP",0.00248594080567686
"314","GO:0003013",0.000894996951900056,1,2,2,"circulatory system process","BP",0.00248594080567686
"965","GO:0008015",0.000894996951900056,1,2,2,"blood circulation","BP",0.00248594080567686
"4643","GO:1903523",0.000894996951900056,1,2,2,"negative regulation of blood circulation","BP",0.00248594080567686
"122","GO:0001523",0.000895181863385167,1,2,2,"retinoid metabolic process","BP",0.00248594080567686
"202","GO:0001972",0.000895181863385167,1,2,2,"retinoic acid binding","MF",0.00248594080567686
"471","GO:0005496",0.000895181863385167,1,2,2,"steroid binding","MF",0.00248594080567686
"472","GO:0005501",0.000895181863385167,1,2,2,"retinoid binding","MF",0.00248594080567686
"473","GO:0005504",0.000895181863385167,1,2,2,"fatty acid binding","MF",0.00248594080567686
"582","GO:0006063",0.000895181863385167,1,2,2,"uronic acid metabolic process","BP",0.00248594080567686
"712","GO:0006706",0.000895181863385167,1,2,2,"steroid catabolic process","BP",0.00248594080567686
"713","GO:0006711",0.000895181863385167,1,2,2,"estrogen catabolic process","BP",0.00248594080567686
"714","GO:0006720",0.000895181863385167,1,2,2,"isoprenoid metabolic process","BP",0.00248594080567686
"715","GO:0006721",0.000895181863385167,1,2,2,"terpenoid metabolic process","BP",0.00248594080567686
"730","GO:0006778",0.000895181863385167,1,2,2,"porphyrin-containing compound metabolic process","BP",0.00248594080567686
"731","GO:0006787",0.000895181863385167,1,2,2,"porphyrin-containing compound catabolic process","BP",0.00248594080567686
"732","GO:0006789",0.000895181863385167,1,2,2,"bilirubin conjugation","BP",0.00248594080567686
"997","GO:0008194",0.000895181863385167,1,2,2,"UDP-glycosyltransferase activity","MF",0.00248594080567686
"1161","GO:0009698",0.000895181863385167,1,2,2,"phenylpropanoid metabolic process","BP",0.00248594080567686
"1177","GO:0009804",0.000895181863385167,1,2,2,"coumarin metabolic process","BP",0.00248594080567686
"1254","GO:0010565",0.000895181863385167,1,2,2,"regulation of cellular ketone metabolic process","BP",0.00248594080567686
"1386","GO:0015020",0.000895181863385167,1,2,2,"glucuronosyltransferase activity","MF",0.00248594080567686
"1466","GO:0016101",0.000895181863385167,1,2,2,"diterpenoid metabolic process","BP",0.00248594080567686
"1546","GO:0016757",0.000895181863385167,1,2,2,"glycosyltransferase activity","MF",0.00248594080567686
"1547","GO:0016758",0.000895181863385167,1,2,2,"hexosyltransferase activity","MF",0.00248594080567686
"1630","GO:0018879",0.000895181863385167,1,2,2,"biphenyl metabolic process","BP",0.00248594080567686
"1655","GO:0019217",0.000895181863385167,1,2,2,"regulation of fatty acid metabolic process","BP",0.00248594080567686
"1656","GO:0019218",0.000895181863385167,1,2,2,"regulation of steroid metabolic process","BP",0.00248594080567686
"1676","GO:0019585",0.000895181863385167,1,2,2,"glucuronate metabolic process","BP",0.00248594080567686
"1688","GO:0019748",0.000895181863385167,1,2,2,"secondary metabolic process","BP",0.00248594080567686
"1697","GO:0019840",0.000895181863385167,1,2,2,"isoprenoid binding","MF",0.00248594080567686
"2033","GO:0031406",0.000895181863385167,1,2,2,"carboxylic acid binding","MF",0.00248594080567686
"2254","GO:0033013",0.000895181863385167,1,2,2,"tetrapyrrole metabolic process","BP",0.00248594080567686
"2255","GO:0033015",0.000895181863385167,1,2,2,"tetrapyrrole catabolic process","BP",0.00248594080567686
"2284","GO:0033293",0.000895181863385167,1,2,2,"monocarboxylic acid binding","MF",0.00248594080567686
"2375","GO:0034663",0.000895181863385167,1,2,2,"endoplasmic reticulum chaperone complex","CC",0.00248594080567686
"2587","GO:0042167",0.000895181863385167,1,2,2,"heme catabolic process","BP",0.00248594080567686
"2588","GO:0042168",0.000895181863385167,1,2,2,"heme metabolic process","BP",0.00248594080567686
"2593","GO:0042178",0.000895181863385167,1,2,2,"xenobiotic catabolic process","BP",0.00248594080567686
"2626","GO:0042447",0.000895181863385167,1,2,2,"hormone catabolic process","BP",0.00248594080567686
"2638","GO:0042537",0.000895181863385167,1,2,2,"benzene-containing compound metabolic process","BP",0.00248594080567686
"2645","GO:0042573",0.000895181863385167,1,2,2,"retinoic acid metabolic process","BP",0.00248594080567686
"2727","GO:0043177",0.000895181863385167,1,2,2,"organic acid binding","MF",0.00248594080567686
"3038","GO:0045833",0.000895181863385167,1,2,2,"negative regulation of lipid metabolic process","BP",0.00248594080567686
"3061","GO:0045922",0.000895181863385167,1,2,2,"negative regulation of fatty acid metabolic process","BP",0.00248594080567686
"3072","GO:0045939",0.000895181863385167,1,2,2,"negative regulation of steroid metabolic process","BP",0.00248594080567686
"3099","GO:0046149",0.000895181863385167,1,2,2,"pigment catabolic process","BP",0.00248594080567686
"3103","GO:0046226",0.000895181863385167,1,2,2,"coumarin catabolic process","BP",0.00248594080567686
"3104","GO:0046271",0.000895181863385167,1,2,2,"phenylpropanoid catabolic process","BP",0.00248594080567686
"3574","GO:0051552",0.000895181863385167,1,2,2,"flavone metabolic process","BP",0.00248594080567686
"3652","GO:0052695",0.000895181863385167,1,2,2,"cellular glucuronidation","BP",0.00248594080567686
"3653","GO:0052696",0.000895181863385167,1,2,2,"flavonoid glucuronidation","BP",0.00248594080567686
"3654","GO:0052697",0.000895181863385167,1,2,2,"xenobiotic glucuronidation","BP",0.00248594080567686
"3882","GO:0070069",0.000895181863385167,1,2,2,"cytochrome complex","CC",0.00248594080567686
"3973","GO:0070980",0.000895181863385167,1,2,2,"biphenyl catabolic process","BP",0.00248594080567686
"4037","GO:0071392",0.000895181863385167,1,2,2,"cellular response to estradiol stimulus","BP",0.00248594080567686
"4691","GO:1904223",0.000895181863385167,1,2,2,"regulation of glucuronosyltransferase activity","BP",0.00248594080567686
"4692","GO:1904224",0.000895181863385167,1,2,2,"negative regulation of glucuronosyltransferase activity","BP",0.00248594080567686
"4882","GO:2001029",0.000895181863385167,1,2,2,"regulation of cellular glucuronidation","BP",0.00248594080567686
"4883","GO:2001030",0.000895181863385167,1,2,2,"negative regulation of cellular glucuronidation","BP",0.00248594080567686
"1057","GO:0008637",0.000899084336794118,1,2,2,"apoptotic mitochondrial changes","BP",0.00249022085468559
"3508","GO:0051235",0.000899084336794118,1,2,2,"maintenance of location","BP",0.00249022085468559
"3596","GO:0051651",0.000899084336794118,1,2,2,"maintenance of location in cell","BP",0.00249022085468559
"3922","GO:0070509",0.000899084336794118,1,2,2,"calcium ion import","BP",0.00249022085468559
"1588","GO:0017015",0.000901563210696815,1,2,2,"regulation of transforming growth factor beta receptor signaling pathway","BP",0.00249022085468559
"1885","GO:0030511",0.000901563210696815,1,2,2,"positive regulation of transforming growth factor beta receptor signaling pathway","BP",0.00249022085468559
"4670","GO:1903844",0.000901563210696815,1,2,2,"regulation of cellular response to transforming growth factor beta stimulus","BP",0.00249022085468559
"4671","GO:1903846",0.000901563210696815,1,2,2,"positive regulation of cellular response to transforming growth factor beta stimulus","BP",0.00249022085468559
"2146","GO:0032364",0.000906448716378174,1,2,2,"oxygen homeostasis","BP",0.00249022085468559
"2290","GO:0033483",0.000906448716378174,1,2,2,"gas homeostasis","BP",0.00249022085468559
"3835","GO:0061418",0.000906448716378174,1,2,2,"regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP",0.00249022085468559
"981","GO:0008088",0.000911108551590745,1,2,2,"axo-dendritic transport","BP",0.00249022085468559
"1341","GO:0010970",0.000911108551590745,1,2,2,"transport along microtubule","BP",0.00249022085468559
"1373","GO:0014850",0.000911108551590745,1,2,2,"response to muscle activity","BP",0.00249022085468559
"1478","GO:0016239",0.000911108551590745,1,2,2,"positive regulation of macroautophagy","BP",0.00249022085468559
"1479","GO:0016241",0.000911108551590745,1,2,2,"regulation of macroautophagy","BP",0.00249022085468559
"1705","GO:0019896",0.000911108551590745,1,2,2,"axonal transport of mitochondrion","BP",0.00249022085468559
"2368","GO:0034643",0.000911108551590745,1,2,2,"establishment of mitochondrion localization, microtubule-mediated","BP",0.00249022085468559
"3198","GO:0047497",0.000911108551590745,1,2,2,"mitochondrion transport along microtubule","BP",0.00249022085468559
"3585","GO:0051602",0.000911108551590745,1,2,2,"response to electrical stimulus","BP",0.00249022085468559
"3598","GO:0051654",0.000911108551590745,1,2,2,"establishment of mitochondrion localization","BP",0.00249022085468559
"4137","GO:0072384",0.000911108551590745,1,2,2,"organelle transport along microtubule","BP",0.00249022085468559
"4364","GO:0098930",0.000911108551590745,1,2,2,"axonal transport","BP",0.00249022085468559
"4371","GO:0099111",0.000911108551590745,1,2,2,"microtubule-based transport","BP",0.00249022085468559
"4492","GO:1901617",0.000911108551590745,1,2,2,"organic hydroxy compound biosynthetic process","BP",0.00249022085468559
"4896","GO:2001234",0.000911108551590745,1,2,2,"negative regulation of apoptotic signaling pathway","BP",0.00249022085468559
"1323","GO:0010883",0.000911385227878718,1,2,2,"regulation of lipid storage","BP",0.00249022085468559
