,Gene,Dispersion,AIC,logLik,meanExp,X.Intercept.,TreatmentVariable,OriginFlat,TreatmentVariable.OriginFlat,se_.Intercept.,se_TreatmentVariable,se_OriginFlat,se_TreatmentVariable.OriginFlat,Chisq_Treatment,Chisq_Origin,Chisq_Treatment.Origin,Df_Treatment,Df_Origin,Df_Treatment.Origin,P_Treatment,P_Origin,P_Treatment.Origin,Treatment,Origin,Treatment.Origin,Stable_OriginFC,Variable_OriginFC,maxGroupFC,col,RF13B,RF13D,RF14B,RF14C,RF15B,RF15D,RF17B,RF17D,RF18B,RF18D,RF19B,RF19C,RF20B,RF20C,RF22B,RF22C,RF23A,RF23C,RF24B,RF24D,RF25A,RF25C,RS11B,RS11D,RS12A,RS12C,RS13A,RS13C,RS14B,RS14C,RS15B,RS15D,RS1B,RS1C,RS2B,RS2C,RS3B,RS3D,RS6A,RS6D,RS7B,RS7C,RS8B,RS8C,RS9A,RS9C,y_Stable_Slope,y_Variable_Slope,y_Stable_Flat,y_Variable_Flat,xall_1,xall_2,xall_3,yall
1125,Pocillopora_acuta_HIv2___RNAseq.g28792.t1,0.210968316,464.2720583,-226.1360292,6.019623459,4.072388795,0.117388756,0.395094451,-0.127861938,0.14784074,0.19566918,0.201590142,0.280019611,0.154577676,5.268279485,0.208499814,1,1,1,0.694198596,0.021717467,0.647945784,1,0.098732601,0.99942793,-0.562091466,-0.380477237,Stable,Not Significant,89.37702295,64.75229927,74.38404959,116.3110655,89.74638689,70.0840034,59.62695243,99.28735395,113.8935883,88.07173532,102.0224744,122.1682064,84.42321127,167.9280839,64.97935223,72.76576199,77.34236385,78.3608581,106.5522119,51.03749356,51.95595121,37.27935125,45.80366802,62.89912166,54.08576711,50.78053578,77.31457359,62.90855687,97.70392063,103.7732556,39.56539404,28.92240462,54.58780632,42.2380594,75.64578389,55.37861259,65.14511072,0,64.83168081,25.54952729,67.07122806,63.70317797,79.15776626,85.0399686,49.49695388,83.989294,58.6970104,66.00810591,87.13714409,86.22930316,0.879974861,1.306344152,1.306344152,1.484524399
136,Pocillopora_acuta_HIv2___TS.g29149.t2,1.469381889,298.3551549,-143.1775775,2.501632997,1.756420104,0.453455592,0.394284458,-0.543357145,0.369913737,0.518098745,0.530091582,0.746821654,0.264621662,0.10420336,0.529342739,1,1,1,0.606962642,0.746842584,0.466883317,1,0.613625357,0.99942793,-0.497901916,0.192317086,Stable,Not Significant,12.32786523,9.810954435,11.29884298,0,12.10063643,0,0,15.18512472,7.044964223,30.1004665,9.345570178,0,15.0342705,10.95183156,0,11.11699142,10.7691899,9.795107263,7.820345825,0,0,10.00177716,9.745461282,6.506805689,0,8.75526479,27.40263368,8.578439574,5.833069888,7.914909328,12.04164166,0,9.097967721,8.639603059,14.07363421,5.768605478,9.723150854,0,0,9.581072734,0,0,7.196160569,0,8.057643654,9.332143778,5.791666671,9.11458334,8.590909093,7.852272727,0.580795162,0.861506493,0.861506493,1.483322432
1779,Pocillopora_acuta_HIv2___RNAseq.g14256.t1,0.886557725,364.0245166,-176.0122583,3.586245423,2.611141587,0.017444448,0.394203427,-0.01688186,0.282844029,0.399869719,0.406323747,0.57453441,0.001041636,1.803276454,0.000863393,1,1,1,0.974253233,0.179316892,0.976558694,1,0.332324425,0.99942793,-0.536191417,-0.51350588,Stable,Not Significant,38.01091781,15.6975271,42.37066116,20.2744059,14.11740917,15.9685071,12.37540522,31.53833596,28.17985689,23.41147395,23.36392545,24.20313522,0,29.20488415,27.84829381,27.28716075,0,21.54923598,15.64069165,0,6.876522954,17.27579692,19.49092256,27.11169037,23.47118195,9.630791269,25.4453027,16.20371919,8.020471096,0,6.880938094,0,20.47042737,23.03894149,0,13.84465315,15.55704137,15.35087979,0,0,7.696698301,13.65068099,13.49280107,13.08307209,25.32402291,22.5526808,13.61458421,13.85416674,20.19318182,20.20454547,0.98325984,1.458373199,1.458373199,1.483202241
37,Pocillopora_acuta_HIv2___RNAseq.g28714.t1,0.829201941,362.603087,-175.3015435,3.587389284,2.502118779,0.302503432,0.393918717,-0.202240633,0.275547165,0.387389807,0.395386288,0.557135701,0.540698365,1.099289845,0.131769487,1,1,1,0.462143445,0.294422006,0.716604383,1,0.42122154,0.99942793,-0.532295861,-0.262098401,Stable,Not Significant,16.43715365,17.65971798,18.83140496,19.20733191,32.26836383,28.38845707,19.12562625,17.52129776,18.78657126,21.18180976,14.79715278,31.11831671,12.72130581,14.60244208,23.98047523,19.20207608,0,0,24.4385807,20.76101433,25.2139175,10.00177716,30.21092997,11.92914376,20.40972344,25.39026789,0,0,21.87401208,9.673778068,20.64281428,38.12498791,18.19593544,16.31925022,20.23084918,8.076047669,11.66778103,14.3914498,15.43611448,0,13.19433995,0,17.99040142,0,0,20.9973235,12.20833333,16.52083333,18.10227273,20.01136364,0.816898331,1.211280523,1.211280523,1.482780019
155,Pocillopora_acuta_HIv2___RNAseq.g16988.t1,0.1830676,368.4257177,-178.2128589,4.84537183,3.212186837,0.052299499,0.393804958,-0.105544014,0.136423293,0.192487976,0.194224014,0.274608717,1.04E-05,6.168217872,0.147719754,1,1,1,0.997431567,0.013006557,0.700724037,1,0.073109253,0.99942793,-0.549846195,-0.402511571,Stable,Not Significant,38.01091781,35.31943596,20.71454545,46.95125578,21.17611376,25.72703922,34.87614198,53.73197979,39.92146393,64.66026138,56.07342107,35.72843771,54.35467027,30.11753678,17.01840177,22.23398283,36.22363876,29.38532179,34.21401298,31.14152149,19.86551076,36.37009878,28.26183772,66.1525245,18.36875109,18.38605606,22.50930623,11.43791943,22.60314582,9.673778068,15.48211071,26.29309511,52.31331439,21.1190297,15.83283849,19.61325863,23.33556205,32.62061955,32.4158404,12.77476365,10.99528329,13.65068099,34.1817627,24.29713389,43.74149412,36.55089646,24.83333333,26.16666667,36.81818182,34.90909091,0.899834867,1.334105385,1.334105385,1.482611348
733,Pocillopora_acuta_HIv2___TS.g13102.t4,2.374808098,320.3236318,-154.1618159,2.646153124,2.108949776,0.23745282,0.39378935,-0.200022618,0.456086399,0.64334442,0.656771782,0.927516264,0.092860254,0.400525167,0.04650666,1,1,1,0.760571948,0.526818164,0.829257439,1,0.537111686,0.99942793,-0.516375969,-0.257174888,Stable,Not Significant,14.38250944,15.6975271,11.29884298,11.73781394,22.18450013,0,23.6257736,28.03407641,0,0,15.5759503,10.37277224,0,13.68978945,29.39542124,26.27652516,0,0,11.73051874,16.43580301,0,12.72953457,17.54183031,0,9.184375547,18.38605606,20.55197526,17.15687915,12.39527351,0,11.1815244,0,10.23521369,18.23916201,0,0,17.50167154,23.02631968,16.97972593,17.03301819,0,0,8.09568064,0,0,0,8.239583334,10.44791667,12.21590909,12.68181818,0.818712235,1.213813106,1.213813106,1.482588208
110,Pocillopora_acuta_HIv2___TS.g12567.t1,0.459043724,366.8352966,-177.4176483,3.955252499,2.630088739,0.314898336,0.392550988,-0.137011376,0.210379146,0.294781768,0.300690936,0.422476696,1.381455423,2.340586915,0.105173842,1,1,1,0.239853391,0.126042057,0.745707008,1,0.276974812,0.99942793,-0.53449376,-0.352315399,Stable,Not Significant,32.87430729,31.39505419,12.24041322,13.87196193,18.15095465,16.85564639,21.37569993,17.52129776,18.78657126,23.41147395,21.80633042,11.52530249,25.44261161,22.81631574,27.07473009,23.24461842,15.66427622,14.69266089,29.32629684,23.35614112,31.32638235,23.64056421,12.66909967,17.35148184,27.55312664,0,16.6373133,15.25055924,21.14487835,10.55321244,29.2439869,38.12498791,14.78419755,0,10.55522566,0,12.64009611,0,21.61056027,17.03301819,0,15.47077179,29.68416235,26.16614419,26.47511486,24.88571674,13.8750011,19.01041667,20.54545455,24.54545455,0.871960307,1.291158157,1.291158157,1.480753363
1043,Pocillopora_acuta_HIv2___RNAseq.g15882.t1,0.719813454,373.7154725,-180.8577362,3.848718637,2.618004059,0.442266678,0.392392865,-0.361104735,0.257028355,0.360491982,0.368755799,0.519076321,1.068414405,0.655689609,0.483953828,1,1,1,0.301303869,0.41808581,0.486636832,1,0.488723832,0.99942793,-0.533911529,-0.04314799,Stable,Not Significant,22.60108626,23.54629064,24.48082645,20.2744059,31.25997746,0,18.00058941,0,29.3540176,22.29664185,17.91234284,17.28795373,21.97316458,21.90366311,26.30116638,22.23398283,20.55936254,36.24189687,24.4385807,29.41143697,0,25.45906915,22.41456095,28.19615799,15.30729258,0,10.76532037,16.20371919,18.2283434,0,24.08328333,15.77585707,27.29390316,28.79867686,14.95323635,20.76697972,39.8649185,15.35087979,29.32861751,0,16.49292493,0,18.88992149,15.88658754,19.56856316,21.77500215,13.70833523,21.33333211,20.29545409,22.01136406,0.696906005,1.031782749,1.031782749,1.480519242
1186,Pocillopora_acuta_HIv2___RNAseq.g10271.t1,0.421485877,364.7141963,-176.3570982,3.977463744,2.720904892,0.113512942,0.392377755,-0.124837734,0.206966731,0.284295362,0.29294686,0.408452401,0.067511898,2.51539923,0.093413329,1,1,1,0.79499451,0.112739079,0.759881852,1,0.258491006,0.99942793,-0.536874207,-0.367062208,Stable,Not Significant,14.38250944,24.52738609,23.5392562,18.14025791,16.13418191,11.53281069,23.6257736,14.0170382,23.48321408,22.29664185,21.80633042,25.35566547,23.12964692,14.60244208,13.15058319,18.1914405,14.68525896,16.65168235,21.50595102,12.97563396,36.67478909,68.19393521,10.72000741,24.94275514,17.34826492,5.253158874,24.46663721,20.01635901,23.33227955,0,22.36304881,22.34913084,0,13.43938254,15.83283849,10.38348986,24.30787714,20.14802972,18.52333737,22.35583638,15.3933966,21.84108959,0,0,28.77729877,20.9973235,15.19406501,17.02048866,22.49476571,22.24145422,0.882640113,1.306745926,1.306745926,1.480496871
1915,Pocillopora_acuta_HIv2___RNAseq.g15925.t1,0.101342301,337.5190141,-162.7595071,4.494415698,2.962369406,0.113405536,0.392307942,-0.227623498,0.11293009,0.158254678,0.15855832,0.224061912,1.71E-06,6.171825542,1.032043758,1,1,1,0.998958066,0.01298006,0.309679131,1,0.073088267,0.99942793,-0.542782728,-0.22789264,Stable,Not Significant,25.68305257,31.39505419,10.35727273,34.14636784,23.1928865,16.85564639,18.00058941,24.52981686,32.87649971,44.59328371,23.36392545,14.98289323,26.59909396,25.55427363,21.65978408,30.3190675,24.4754316,23.50825743,37.14664267,28.5463947,25.9779756,39.09785619,14.61819192,26.02722276,26.53264047,24.51474141,26.42396819,12.39107938,12.39527351,11.43264681,14.62199345,0,25.01941123,25.91880918,16.71244063,13.84465315,24.30787714,18.22916975,27.78500606,27.67865456,25.28915156,20.02099879,24.28704192,18.69010299,27.62620682,21.77500215,19.3437507,21.66666582,28.63636313,25.54545429,0.796424059,1.179021013,1.179021013,1.480393517
1101,Pocillopora_acuta_HIv2___RNAseq.g1920.t1,0.666177839,336.4372771,-162.2186386,3.322063726,2.393149182,-0.071987701,0.392142606,-0.061343352,0.251250006,0.356119813,0.359580832,0.509867669,0.15990617,2.012295242,0.01447505,1,1,1,0.689242918,0.156029106,0.904235761,1,0.309388618,0.99942793,-0.526030695,-0.440456894,Stable,Not Significant,21.57376416,37.28162685,15.06512397,16.00610992,21.17611376,19.51706424,13.50044206,16.35321124,12.91576774,16.72248139,11.68196272,0,13.87778815,11.86448419,8.509200887,0,7.832138111,20.56972525,11.73051874,18.16588754,12.9889878,17.27579692,5.847276769,0,9.184375547,17.51052958,11.74398586,12.39107938,4.374802416,16.70925303,0,7.887928533,9.097967721,0,14.07363421,21.92070082,5.833890513,9.594299866,18.52333737,0,14.29386827,16.38081719,30.58368242,14.95208239,0,7.776786482,10.94791669,10.18750002,16.20454547,14.18181818,0.940500262,1.39208031,1.39208031,1.480148774
1410,Pocillopora_acuta_HIv2___TS.g10991.t1,0.203650926,282.1496517,-135.0748259,3.350517563,2.260025479,-0.256295759,0.391935256,-0.014436756,0.160207797,0.232106387,0.224923306,0.325137526,2.631184596,5.619609435,0.001971537,1,1,1,0.10478351,0.017760606,0.96458397,1,0.08871812,0.99942793,-0.520550488,-0.489687212,Stable,Not Significant,8.218576823,15.6975271,16.94826446,16.00610992,10.0838637,7.097114268,15.75051574,18.68938427,15.26408915,8.918656742,3.115190059,5.762651243,8.095376423,11.86448419,10.05632832,32.34033866,13.70624169,21.54923598,10.75297551,13.84067622,5.348406742,4.546262348,6.821822897,6.506805689,4.081944687,12.25737071,6.850658419,19.06319905,8.020471096,2.638303109,4.300586309,3.943964267,9.097967721,7.679647164,4.398010691,13.84465315,14.58472628,14.3914498,10.80528013,7.45194546,6.597169973,8.190408596,8.995200711,7.476041196,4.604367803,7.776786482,9.583333333,7.416666667,14.18181818,10.81818182,0.985666955,1.458631256,1.458631256,1.479841897
1431,Pocillopora_acuta_HIv2___RNAseq.820_t,0.121704719,378.6812078,-183.3406039,5.102661335,3.341462121,0.282878812,0.391869095,-0.322795419,0.114415169,0.159546607,0.162261542,0.228078061,1.200537324,4.015131696,2.003031149,1,1,1,0.273214311,0.045093701,0.156985001,1,0.153465748,0.99942793,-0.549273223,-0.097149081,Stable,Not Significant,30.81966309,33.35724508,33.89652893,46.95125578,34.28513657,39.03412848,52.8767314,49.05963372,61.0563566,60.20093301,46.72785089,50.71133094,54.35467027,44.71997886,32.48967611,39.41478775,25.45444886,30.36483251,33.23646976,37.19681734,25.9779756,32.7330889,53.60003705,29.2806256,37.75798836,24.51474141,39.14661954,31.45427844,30.62361691,0,49.88680118,42.06895218,42.07810071,23.03894149,23.74925773,33.45791177,48.61575427,24.94517965,20.06694882,24.48496365,36.28443485,38.22190678,27.88512221,20.55911329,31.07948267,41.21696835,28.26041667,37.5,41.81818182,40.18181818,0.724121981,1.071515152,1.071515152,1.479743994
1901,Pocillopora_acuta_HIv2___RNAseq.g11182.t1,1.958804218,302.8838874,-145.4419437,2.481733626,1.966529436,0.188135527,0.391318335,-0.555621387,0.418205023,0.589737525,0.601307463,0.851445815,0.033983944,0.071964376,0.425837474,1,1,1,0.853740974,0.788497833,0.514038537,1,0.625014104,0.99942793,-0.506027931,0.210518321,Stable,Not Significant,0,15.6975271,3.766280992,0,10.0838637,10.6456714,0,19.85747079,15.26408915,17.83731348,0,10.37277224,0,0,12.37701947,4.042542333,8.811155375,16.65168235,9.775432281,12.11059169,13.75304591,10.00177716,0,17.35148184,15.30729258,0,10.76532037,17.15687915,0,0,0,0,17.05868948,13.43938254,11.4348278,10.38348986,13.6124112,9.594299866,10.80528013,0,0,0,12.593281,0,16.11528731,13.99821567,7.145833333,8.625,10.56818182,7.318181818,0.573715651,0.848484848,0.848484848,1.478929234
2496,Pocillopora_acuta_HIv2___RNAseq.11672_t,1.361549386,299.8856828,-143.9428414,2.549884694,1.999507335,-0.035897609,0.391130259,-0.470774322,0.353194657,0.499904967,0.506802667,0.720834177,0.530493357,0.193220205,0.426535118,1,1,1,0.466399516,0.660249874,0.513694029,1,0.586517915,0.99942793,-0.507484872,0.10025648,Stable,Not Significant,7.19125472,7.848763548,11.29884298,13.87196193,3.025159109,12.41994997,11.25036838,12.84895169,9.393285631,22.29664185,10.12436769,9.220241989,11.56482346,12.77713682,0,7.074449083,8.811155375,0,0,9.515464901,0,12.72953457,10.72000741,13.01361138,14.28680641,11.38184423,0,0,5.103936152,0,2.580351785,0,10.23521369,18.23916201,7.036817106,10.38348986,0,0,0,0,0,3.640181598,15.29184121,17.75559784,18.41747121,9.332143778,7.385416667,7.125,10.92045455,6.579545455,0.624518502,0.923444976,0.923444976,1.478651109
1699,Pocillopora_acuta_HIv2___TS.g25105.t1,0.186034756,329.0188944,-158.5094472,3.907277717,2.554189871,0.162382453,0.39093571,-0.293351055,0.158372761,0.208722782,0.221830022,0.297003088,0.013036275,2.197644956,0.975558639,1,1,1,0.909097875,0.138221768,0.323297772,1,0.291687029,0.99942793,-0.529922558,-0.132444202,Stable,Not Significant,7.19125472,8.829858991,23.5392562,22.40855389,16.13418191,21.29134281,16.87555257,21.02555731,16.43824985,7.803824649,14.01835527,12.67783273,9.251858769,20.99101048,9.282764604,18.1914405,27.41248339,17.63119307,24.4385807,40.6569864,14.51710401,17.27579692,5.847276769,5.422338074,16.32777875,18.38605606,10.76532037,17.15687915,16.77007593,6.156040588,15.48211071,11.8318928,0,6.719691268,16.71244063,18.45953753,16.52935645,20.14802972,12.34889158,12.77476365,20.89103825,17.29086259,34.1817627,9.345051495,13.81310341,9.332143778,12.86087647,15.12837809,19.01304991,16.679109,0.745760292,1.102504769,1.102504769,1.478363466
2565,Pocillopora_acuta_HIv2___TS.g20904.t1,0.155177353,431.8600563,-209.9300282,5.700764733,3.848372978,0.099861409,0.389678305,-0.176192727,0.121275465,0.171016794,0.173571979,0.245336385,0.013501237,6.040570605,0.515765196,1,1,1,0.90749814,0.013980765,0.472653741,1,0.076311593,0.99942793,-0.55243734,-0.302736746,Stable,Not Significant,58.55735987,84.37420814,48.02008265,56.55492173,64.53672765,59.438332,57.37687875,58.40432585,82.19124927,82.49757486,70.87057385,35.72843771,71.70190546,60.23507356,43.31956815,60.638135,66.57317395,73.46330447,78.20345825,89.09935316,42.78725394,88.19748954,44.8291219,71.57486258,42.86041922,25.39026789,61.65592577,67.67435664,49.58109405,19.34755614,57.62785654,26.29309511,0,47.99779477,51.89652616,68.06954464,59.31122021,42.21491941,38.59028619,26.61409093,75.86745469,45.50226998,62.06688491,62.61184502,61.00787338,46.66071889,46.91666667,51.84375,69.27272727,64.18181818,0.838456374,1.237985643,1.237985643,1.476505732
2157,Pocillopora_acuta_HIv2___TS.g22857.t2,3.280026696,295.6463331,-141.8231665,2.236976265,1.907998154,0.286908952,0.388888918,-0.30420045,0.534511925,0.753872706,0.770086242,1.087725871,0.067114111,0.188960303,0.078213332,1,1,1,0.795585927,0.663783361,0.779733409,1,0.587923857,0.99942793,-0.499704406,-0.11039225,Stable,Not Significant,14.38250944,17.65971798,20.71454545,7.469517965,21.17611376,15.08136782,0,0,8.219124927,0,8.566772663,6.915181492,0,9.126526297,0,0,0,8.815596536,16.61823488,24.22118338,11.46087159,12.72953457,16.56728418,8.675740919,43.88090539,29.76790029,18.59464428,14.29739929,1.458267472,0,0,0,20.47042737,0,0,0,0,4.797149933,12.34889158,19.16214547,0,0,0,0,0,0,6.739583674,8.979166908,9.943181818,9.772727273,0.737712977,1.08837795,1.08837795,1.475340659
1821,Pocillopora_acuta_HIv2___TS.g3555.t1,1.508027867,317.4528945,-152.7264473,2.733317355,1.97668181,0.245687034,0.388664658,-0.073555965,0.370420553,0.521447751,0.531828293,0.749544714,0.314563939,0.880365606,0.00963032,1,1,1,0.574892981,0.348101562,0.921825737,1,0.453879722,0.99942793,-0.503057584,-0.415971994,Stable,Not Significant,0,0,12.24041322,14.93903593,13.1090228,9.758532119,12.37540522,10.51277865,8.219124927,24.52630604,12.46076024,9.220241989,9.251858769,10.95183156,12.37701947,11.11699142,15.66427622,6.856575084,15.64069165,5.190253582,17.57333644,15.45729198,30.21092997,28.19615799,0,0,0,0,8.749604832,4.397171849,0,0,5.686229825,6.719691268,0,11.53721096,18.47398662,13.43201981,0,0,0,0,12.593281,8.410546346,33.38166657,11.66517972,7.218750014,9.229167445,10.64772727,12.64772727,0.929084148,1.370408257,1.370408257,1.475009836
1765,Pocillopora_acuta_HIv2___RNAseq.g13088.t1,0.638835734,350.383931,-169.1919655,3.54401422,2.560934902,0.043296804,0.388277356,-0.308223873,0.244278938,0.34506742,0.350014165,0.496176581,0.181983525,0.896515674,0.385886887,1,1,1,0.669674143,0.343717708,0.534469392,1,0.451749208,0.99942793,-0.526493193,-0.107828881,Stable,Not Significant,0,8.829858991,4.70785124,40.54881181,12.10063643,15.08136782,16.87555257,14.0170382,18.78657126,14.49281721,10.12436769,18.44048398,41.63336446,16.42774734,5.414946019,25.26588958,9.790172639,27.42630034,14.66314842,12.97563396,24.44985939,17.27579692,24.3636532,22.77381991,16.32777875,0,5.871992931,9.531599526,16.77007593,35.17737479,15.48211071,0,18.19593544,21.1190297,12.31442994,11.53721096,0,13.43201981,13.89250303,12.77476365,16.49292493,0,17.99040142,13.08307209,0,9.332143778,12.94791669,13.52083333,19.09090909,14.64772728,0.734750809,1.083345007,1.083345007,1.474438672
1640,Pocillopora_acuta_HIv2___RNAseq.3834_t,0.189956382,523.0097223,-255.5048612,7.215739019,4.945664739,-0.095227704,0.387941928,-0.067265523,0.136212626,0.182038842,0.192264133,0.262671736,0.945555652,6.32766068,0.065578028,1,1,1,0.330853154,0.011886901,0.797887464,1,0.068887247,0.99942793,-0.556401239,-0.459561974,Stable,Not Significant,158.2076038,195.2379933,162.8916529,154.7257293,246.0462742,265.2546458,145.1297521,161.1959394,197.2589982,149.3875004,96.57089184,170.5744768,191.9760695,178.8799154,198.0323115,403.2435977,199.7195218,345.7672864,128.0581629,162.6279456,155.1037955,105.4732865,221.2219711,147.4875956,171.4416769,105.0631775,117.4398586,260.2126671,78.74644349,131.0357211,130.7378238,46.01291644,35.25462492,77.75642753,103.7930523,162.6746745,222.6601546,218.750037,217.6492141,182.0403819,92.36037962,98.28490315,57.56928455,87.84348405,132.3755743,136.8714421,140.5642583,127.7962291,207.1838713,176.1108172,0.934946919,1.378059576,1.378059576,1.473944186
2149,Pocillopora_acuta_HIv2___RNAseq.g21399.t1,0.323146058,437.2752241,-212.6376121,5.31455831,3.680773775,0.109081596,0.387475676,-0.296470402,0.170379224,0.240501944,0.244869648,0.346447729,0.038098528,1.909499329,0.732296985,1,1,1,0.845245428,0.167018885,0.392139658,1,0.319285963,0.99942793,-0.547570875,-0.1285168,Stable,Not Significant,25.68305257,33.35724508,29.18867769,55.48784774,92.771546,46.13124274,0,43.21920113,75.14628505,57.97126882,35.82468568,59.93157293,68.23245842,33.7681473,43.31956815,104.0954651,72.44727753,109.7052013,50.83224786,67.47329657,25.9779756,30.91458396,58.47276769,43.37870459,16.32777875,12.25737071,58.71992931,73.39331635,25.51968076,46.6100216,39.56539404,0,29.56839509,49.91770656,46.61891333,47.30256492,52.50501461,28.7828996,47.85195488,34.06603639,52.77735978,48.23240618,41.37792327,40.18372143,64.46114924,31.88482458,39.67708333,44.25,58.45454545,48.46590911,0.743437631,1.095274782,1.095274782,1.473257118
